threshold,prompt_tokens,compressed_heads,bank_build_s,baseline_pred,compact_pred,answer,baseline_correct,compact_correct,agreement,baseline_answer_score,compact_answer_score,answer_score_delta,baseline_margin,compact_margin,baseline_scores,compact_scores,choice_scoring,task_id,question
0.4,1265,16,0.0446045,A,D,A,True,False,False,-15.4863,-17.5605,-2.07421,2.33835,-0.235876,"{""A"": -15.486311435553944, ""B"": -19.083688730723225, ""C"": -30.420527301728725, ""D"": -17.824661377700977}","{""A"": -17.560516966623254, ""B"": -20.156757665099576, ""C"": -28.442686435766518, ""D"": -17.324640977894887}",text_only,quest_summary_form,What summary form does the Quest design choose for each KV block?
0.4,1261,16,0.0428031,A,A,A,True,True,True,-13.9754,-13.6793,0.296053,2.42178,2.69179,"{""A"": -13.97538874228485, ""B"": -16.3971646921309, ""C"": -17.77355841640383, ""D"": -18.40202853221831}","{""A"": -13.679335943423212, ""B"": -16.371121000947824, ""C"": -18.37115623150021, ""D"": -17.872471488855354}",text_only,quest_dtype,What dtype choice is listed for Quest summaries?
0.4,1272,16,0.0446843,A,A,A,True,True,True,-13.7068,-15.3857,-1.67895,1.93063,0.873269,"{""A"": -13.706773097877885, ""B"": -15.637404022418195, ""C"": -18.50554686426767, ""D"": -17.00593475092319}","{""A"": -15.385720731523179, ""B"": -16.25898962530482, ""C"": -19.930248197400942, ""D"": -18.459333194849023}",text_only,quest_default_enable,What is the default behavior of the Quest top-k blocks configuration?
0.4,1269,16,0.0447944,A,A,A,True,True,True,-14.9388,-16.0105,-1.07168,1.38537,0.769329,"{""A"": -14.93882991868304, ""B"": -16.32419758933247, ""C"": -17.527942828834057, ""D"": -19.539505186490715}","{""A"": -16.010505178419407, ""B"": -16.779834402324923, ""C"": -18.744937488809228, ""D"": -21.179925504140556}",text_only,quest_min_seq_len,Why is Quest gated by a minimum sequence length?
0.45,1262,16,0.0420711,A,A,A,True,True,True,-12.3911,-14.1992,-1.80811,6.80929,5.80186,"{""A"": -12.391063455477706, ""B"": -23.58097049733624, ""C"": -19.200351446401328, ""D"": -20.42383973628239}","{""A"": -14.199176365087624, ""B"": -25.665052295429632, ""C"": -20.0010361073073, ""D"": -20.378768052025407}",text_only,route_phase1,Which method is listed as Phase 1 in the route?
0.45,1264,16,0.042476,A,A,A,True,True,True,-15.4029,-15.7696,-0.366644,4.77104,4.24201,"{""A"": -15.402930839860346, ""B"": -20.173967789472954, ""C"": -20.363294799346477, ""D"": -24.459885722055333}","{""A"": -15.76957500167191, ""B"": -21.343886911298796, ""C"": -20.011585108935833, ""D"": -23.60691379904165}",text_only,route_phase2,Which item is listed as Phase 2 in the route?
0.45,1265,16,0.0438471,A,A,A,True,True,True,-16.6898,-17.7441,-1.0543,1.31968,1.66808,"{""A"": -16.68983697553631, ""B"": -18.009518101171125, ""C"": -20.990105989309086, ""D"": -22.663113873451948}","{""A"": -17.744135243818164, ""B"": -19.41221510716423, ""C"": -20.601570026410627, ""D"": -22.787435084581375}",text_only,route_phase3,Which method is listed as Phase 3 in the route?
0.45,1257,16,0.0447601,A,A,A,True,True,True,-12.7524,-11.7707,0.981705,5.57247,6.21708,"{""A"": -12.752443125471473, ""B"": -18.324914421886206, ""C"": -25.615864077582955, ""D"": -21.615622255951166}","{""A"": -11.770738391205668, ""B"": -17.98782155290246, ""C"": -24.631207454949617, ""D"": -21.506967186927795}",text_only,long_context_bottleneck,What bottleneck is highlighted for long-context decode?
0.45,1258,16,0.0427621,A,A,A,True,True,True,-15.4685,-14.948,0.520542,2.53602,3.23686,"{""A"": -15.468533321516588, ""B"": -26.437658164650202, ""C"": -18.00455755367875, ""D"": -22.665814893320203}","{""A"": -14.947991242515855, ""B"": -26.056115180253983, ""C"": -18.184851422905922, ""D"": -22.95072560571134}",text_only,quest_decode_selection,"During decode, what does Quest select?"
0.45,1265,16,0.0423656,A,A,A,True,True,True,-15.4863,-16.8113,-1.32497,2.33835,1.38959,"{""A"": -15.486311435553944, ""B"": -19.083688730723225, ""C"": -30.420527301728725, ""D"": -17.824661377700977}","{""A"": -16.811283479444683, ""B"": -19.879122869344428, ""C"": -29.74013145803474, ""D"": -18.20087664911989}",text_only,quest_summary_form,What summary form does the Quest design choose for each KV block?
0.45,1261,16,0.0437466,A,A,A,True,True,True,-13.9754,-13.4805,0.494871,2.42178,2.54723,"{""A"": -13.97538874228485, ""B"": -16.3971646921309, ""C"": -17.77355841640383, ""D"": -18.40202853221831}","{""A"": -13.480517317540944, ""B"": -16.027749790331654, ""C"": -18.216926536522806, ""D"": -17.15603875009151}",text_only,quest_dtype,What dtype choice is listed for Quest summaries?
0.45,1272,16,0.0497593,A,A,A,True,True,True,-13.7068,-15.2247,-1.51792,1.93063,0.724414,"{""A"": -13.706773097877885, ""B"": -15.637404022418195, ""C"": -18.50554686426767, ""D"": -17.00593475092319}","{""A"": -15.224696033488726, ""B"": -15.949109791763476, ""C"": -20.040075266035274, ""D"": -18.697842111512728}",text_only,quest_default_enable,What is the default behavior of the Quest top-k blocks configuration?
0.45,1269,16,0.0430987,A,A,A,True,True,True,-14.9388,-15.8495,-0.910717,1.38537,1.25684,"{""A"": -14.93882991868304, ""B"": -16.32419758933247, ""C"": -17.527942828834057, ""D"": -19.539505186490715}","{""A"": -15.849547377729323, ""B"": -17.10638360719895, ""C"": -19.182525403797626, ""D"": -21.06853170040995}",text_only,quest_min_seq_len,Why is Quest gated by a minimum sequence length?
0.5,1262,9,0.0265991,A,A,A,True,True,True,-12.3911,-13.5899,-1.19886,6.80929,6.26604,"{""A"": -12.391063455477706, ""B"": -23.58097049733624, ""C"": -19.200351446401328, ""D"": -20.42383973628239}","{""A"": -13.589919766658568, ""B"": -24.91373978368938, ""C"": -19.8559636217542, ""D"": -20.8249516181495}",text_only,route_phase1,Which method is listed as Phase 1 in the route?
0.5,1264,9,0.0261317,A,A,A,True,True,True,-15.4029,-15.6732,-0.270276,4.77104,4.27185,"{""A"": -15.402930839860346, ""B"": -20.173967789472954, ""C"": -20.363294799346477, ""D"": -24.459885722055333}","{""A"": -15.6732073361527, ""B"": -20.575619425286277, ""C"": -19.94505394110456, ""D"": -24.083447798140696}",text_only,route_phase2,Which item is listed as Phase 2 in the route?
0.5,1265,9,0.0260202,A,A,A,True,True,True,-16.6898,-17.1064,-0.416534,1.31968,1.21406,"{""A"": -16.68983697553631, ""B"": -18.009518101171125, ""C"": -20.990105989309086, ""D"": -22.663113873451948}","{""A"": -17.106371362460777, ""B"": -18.320430719162687, ""C"": -20.85862917542545, ""D"": -22.444725140929222}",text_only,route_phase3,Which method is listed as Phase 3 in the route?
0.5,1257,9,0.0276006,A,A,A,True,True,True,-12.7524,-11.6408,1.11164,5.57247,5.94372,"{""A"": -12.752443125471473, ""B"": -18.324914421886206, ""C"": -25.615864077582955, ""D"": -21.615622255951166}","{""A"": -11.640800128690898, ""B"": -17.584521304816008, ""C"": -24.52039193920791, ""D"": -21.273890091106296}",text_only,long_context_bottleneck,What bottleneck is highlighted for long-context decode?
0.5,1258,9,0.0259879,A,A,A,True,True,True,-15.4685,-14.6456,0.822963,2.53602,3.06621,"{""A"": -15.468533321516588, ""B"": -26.437658164650202, ""C"": -18.00455755367875, ""D"": -22.665814893320203}","{""A"": -14.645570275839418, ""B"": -25.16179145872593, ""C"": -17.71178120188415, ""D"": -22.545058408752084}",text_only,quest_decode_selection,"During decode, what does Quest select?"
0.5,1265,9,0.0272877,A,A,A,True,True,True,-15.4863,-16.5196,-1.03331,2.33835,1.38992,"{""A"": -15.486311435553944, ""B"": -19.083688730723225, ""C"": -30.420527301728725, ""D"": -17.824661377700977}","{""A"": -16.51962506840937, ""B"": -19.450697640888393, ""C"": -30.2266561742872, ""D"": -17.90954897890333}",text_only,quest_summary_form,What summary form does the Quest design choose for each KV block?
0.5,1261,9,0.0238572,A,A,A,True,True,True,-13.9754,-13.0744,0.900957,2.42178,2.72877,"{""A"": -13.97538874228485, ""B"": -16.3971646921309, ""C"": -17.77355841640383, ""D"": -18.40202853221831}","{""A"": -13.074432113673538, ""B"": -15.803203696603305, ""C"": -18.05423304089345, ""D"": -17.182156646262683}",text_only,quest_dtype,What dtype choice is listed for Quest summaries?
0.5,1272,9,0.0244878,A,A,A,True,True,True,-13.7068,-14.1092,-0.402428,1.93063,1.00378,"{""A"": -13.706773097877885, ""B"": -15.637404022418195, ""C"": -18.50554686426767, ""D"": -17.00593475092319}","{""A"": -14.10920150189122, ""B"": -15.112982909937273, ""C"": -18.86374726233771, ""D"": -17.38982602701435}",text_only,quest_default_enable,What is the default behavior of the Quest top-k blocks configuration?
0.5,1269,9,0.0255057,A,A,A,True,True,True,-14.9388,-14.0035,0.935307,1.38537,1.56379,"{""A"": -14.93882991868304, ""B"": -16.32419758933247, ""C"": -17.527942828834057, ""D"": -19.539505186490715}","{""A"": -14.003522882529069, ""B"": -15.56730790992151, ""C"": -17.341989252716303, ""D"": -19.054247874766588}",text_only,quest_min_seq_len,Why is Quest gated by a minimum sequence length?
