threshold,prompt_tokens,compressed_heads,bank_build_s,baseline_pred,compact_pred,answer,baseline_correct,compact_correct,agreement,baseline_answer_score,compact_answer_score,answer_score_delta,baseline_margin,compact_margin,baseline_scores,compact_scores,choice_scoring,task_id,question
0.99,1264,0,0,C,C,B,False,False,True,-18.9603,-18.9603,0,-3.5052,-3.5052,"{""A"": -15.823148272931576, ""B"": -18.960298551712185, ""C"": -15.45510177873075, ""D"": -15.5781431774667}","{""A"": -15.823148272931576, ""B"": -18.960298551712185, ""C"": -15.45510177873075, ""D"": -15.5781431774667}",text_only,summary_storage,How does the design store Quest summary tensors?
0.99,1277,0,0,A,A,B,False,False,True,-18.179,-18.179,0,-4.34601,-4.34601,"{""A"": -13.833018671139143, ""B"": -18.179026536876336, ""C"": -20.30447331641335, ""D"": -16.868559263297357}","{""A"": -13.833018671139143, ""B"": -18.179026536876336, ""C"": -20.30447331641335, ""D"": -16.868559263297357}",text_only,cuda_graph_initial_decision,What is the initial decision about CUDA graph support for Quest?
0.99,1278,0,0,B,B,B,True,True,True,-15.8089,-15.8089,0,0.63258,0.63258,"{""A"": -16.65017525688745, ""B"": -15.808935977693181, ""C"": -21.2334637416061, ""D"": -16.441515783779323}","{""A"": -16.65017525688745, ""B"": -15.808935977693181, ""C"": -21.2334637416061, ""D"": -16.441515783779323}",text_only,phase2_magic_number,What phrase does the minimal needle-in-haystack evaluation insert?
0.99,1287,0,0,D,D,B,False,False,True,-21.4555,-21.4555,0,-1.61623,-1.61623,"{""A"": -24.032942779711448, ""B"": -21.45554207482928, ""C"": -19.98779859591741, ""D"": -19.83930966591288}","{""A"": -24.032942779711448, ""B"": -21.45554207482928, ""C"": -19.98779859591741, ""D"": -19.83930966591288}",text_only,quest_slowdown_root,Which issue is listed as a root cause of the first Quest slowdown?
0.99,1277,0,0,A,A,A,True,True,True,-14.712,-14.712,0,1.81889,1.81889,"{""A"": -14.711976907798089, ""B"": -16.53086897562025, ""C"": -17.948314661276527, ""D"": -22.660430025774986}","{""A"": -14.711976907798089, ""B"": -16.53086897562025, ""C"": -17.948314661276527, ""D"": -22.660430025774986}",text_only,prefix_cache_bug,What bug affected the first needle evaluation results?
0.99,1269,0,0,A,A,B,False,False,True,-16.7455,-16.7455,0,-1.14056,-1.14056,"{""A"": -15.604907260276377, ""B"": -16.745467907800048, ""C"": -16.70584287706879, ""D"": -17.829607455714722}","{""A"": -15.604907260276377, ""B"": -16.745467907800048, ""C"": -16.70584287706879, ""D"": -17.829607455714722}",text_only,needle_fix,How was the needle evaluation prefix-cache issue fixed?
0.99,1284,0,0,A,A,B,False,False,True,-18.7571,-18.7571,0,-3.15248,-3.15248,"{""A"": -15.604570051888004, ""B"": -18.757053609118884, ""C"": -29.90907912737748, ""D"": -26.16768284829959}","{""A"": -15.604570051888004, ""B"": -18.757053609118884, ""C"": -29.90907912737748, ""D"": -26.16768284829959}",text_only,topk4_quality,What does the document say about Quest top-k=4 in the needle evaluation?
0.99,1266,0,0,B,B,B,True,True,True,-15.1276,-15.1276,0,0.25,0.25,"{""A"": -15.377631263341755, ""B"": -15.127631263341755, ""C"": -19.524332038519788, ""D"": -24.464324877539184}","{""A"": -15.377631263341755, ""B"": -15.127631263341755, ""C"": -19.524332038519788, ""D"": -24.464324877539184}",text_only,topk8_quality,What starting point does the document describe as accurate enough in the needle evaluation?
0.99,1282,0,0,B,B,A,False,False,True,-19.4274,-19.4274,0,-2.06657,-2.06657,"{""A"": -19.42744062867132, ""B"": -17.360875350354036, ""C"": -18.023450807434074, ""D"": -24.132420616602758}","{""A"": -19.42744062867132, ""B"": -17.360875350354036, ""C"": -18.023450807434074, ""D"": -24.132420616602758}",text_only,phase3_snapkv_hard_part,Which challenge is listed for Phase 3 SnapKV?
0.99,1267,0,0,B,B,B,True,True,True,-17.0755,-17.0755,0,0.233699,0.233699,"{""A"": -17.309247189725284, ""B"": -17.075547827371338, ""C"": -18.81672122143209, ""D"": -20.14775490295142}","{""A"": -17.309247189725284, ""B"": -17.075547827371338, ""C"": -18.81672122143209, ""D"": -20.14775490295142}",text_only,sweet_spot,What serving pattern is described as Quest's sweet spot?
